Input,Target
"Roland: ""My son lives in a barn in the woods, by choice! He could be the next mayor of this town if he wanted it."" | Johnny: ""My son is ""pansexual.""""","Roland: ""Mm-hmm, I've heard of that. I know what that is, that's uh... No, I read about that!"""
"Roland: ""My son lives in a barn in the woods, by choice! He could be the next mayor of this town if he wanted it."" | Johnny: ""My son is ""pansexual."""" | Roland: ""Mm-hmm, I've heard of that. I know what that is, that's uh... No, I read about that!""","Johnny: ""No, he loves everyone, men, women, women who become men, men who become women. I'm his father, and I always wanted his life to be easy. But you know, just pick one gender, and maybe, maybe everything would've been less... confusing."""
"Johnny: ""My son is ""pansexual."""" | Roland: ""Mm-hmm, I've heard of that. I know what that is, that's uh... No, I read about that!"" | Johnny: ""No, he loves everyone, men, women, women who become men, men who become women. I'm his father, and I always wanted his life to be easy. But you know, just pick one gender, and maybe, maybe everything would've been less... confusing.""","Roland: ""Well... You know Johnny, when it comes to matters of the heart, we can't tell our kids who to love. who said that?"""
"Roland: ""Mm-hmm, I've heard of that. I know what that is, that's uh... No, I read about that!"" | Johnny: ""No, he loves everyone, men, women, women who become men, men who become women. I'm his father, and I always wanted his life to be easy. But you know, just pick one gender, and maybe, maybe everything would've been less... confusing."" | Roland: ""Well... You know Johnny, when it comes to matters of the heart, we can't tell our kids who to love. who said that?""","Johnny: ""You just said it now! And you're right, you can't tell them. And I'm fine with that."""
"Stevie: ""Whoa, thank you for playing along. I'm sorry, I just had to get out of there, it was like being in an episode of ""couples therapy.""""","David: ""Okay wait, this was all a put on, just to get out of dinner?"""
"Stevie: ""Whoa, thank you for playing along. I'm sorry, I just had to get out of there, it was like being in an episode of ""couples therapy."""" | David: ""Okay wait, this was all a put on, just to get out of dinner?""","Stevie: ""Yeah, I thought you were in on it."""
"Stevie: ""Whoa, thank you for playing along. I'm sorry, I just had to get out of there, it was like being in an episode of ""couples therapy."""" | David: ""Okay wait, this was all a put on, just to get out of dinner?"" | Stevie: ""Yeah, I thought you were in on it.""","David: ""Well, you deserve a daytime Emmy for that performance."""
"David: ""Okay wait, this was all a put on, just to get out of dinner?"" | Stevie: ""Yeah, I thought you were in on it."" | David: ""Well, you deserve a daytime Emmy for that performance.""","Stevie: ""Thank you, I think so."""
"Stevie: ""Yeah, I thought you were in on it."" | David: ""Well, you deserve a daytime Emmy for that performance."" | Stevie: ""Thank you, I think so.""","David: ""Okay, so you're not like, raging mad at me, then."""
"David: ""Well, you deserve a daytime Emmy for that performance."" | Stevie: ""Thank you, I think so."" | David: ""Okay, so you're not like, raging mad at me, then.""","Stevie: ""No. I think it's fair to say that neither of us have ever worked with a ceiling mirror before. It was funny and And a little humiliating."""
"Stevie: ""Thank you, I think so."" | David: ""Okay, so you're not like, raging mad at me, then."" | Stevie: ""No. I think it's fair to say that neither of us have ever worked with a ceiling mirror before. It was funny and And a little humiliating.""","David: ""I Saw a lot of my body, and I didn't like it."""
"David: ""Okay, so you're not like, raging mad at me, then."" | Stevie: ""No. I think it's fair to say that neither of us have ever worked with a ceiling mirror before. It was funny and And a little humiliating."" | David: ""I Saw a lot of my body, and I didn't like it.""","Stevie: ""I'm actually that way."""
"Stevie: ""No. I think it's fair to say that neither of us have ever worked with a ceiling mirror before. It was funny and And a little humiliating."" | David: ""I Saw a lot of my body, and I didn't like it."" | Stevie: ""I'm actually that way.""","David: ""Okay, yeah, I was um- wondering if maybe we should um... Try it again, for the sake of practice?"""
"David: ""I Saw a lot of my body, and I didn't like it."" | Stevie: ""I'm actually that way."" | David: ""Okay, yeah, I was um- wondering if maybe we should um... Try it again, for the sake of practice?""","Stevie: ""I'd be into that idea...For the sake of proficiency."""
"Johnny: ""Oh hello again David and Stevie. Spending another night together?""","David: ""Dad!!"""
"Johnny: ""Oh hello again David and Stevie. Spending another night together?"" | David: ""Dad!!""","Moira: ""Oh, Stevie, I hope you're being smart. Because we can't afford a baby right now, and, let's be honest, neither can you!"""
"Johnny: ""Oh hello again David and Stevie. Spending another night together?"" | David: ""Dad!!"" | Moira: ""Oh, Stevie, I hope you're being smart. Because we can't afford a baby right now, and, let's be honest, neither can you!""","David: ""Okay, well, I think it's about time that you two go to bed."""
"David: ""Dad!!"" | Moira: ""Oh, Stevie, I hope you're being smart. Because we can't afford a baby right now, and, let's be honest, neither can you!"" | David: ""Okay, well, I think it's about time that you two go to bed.""","Johnny: ""David, I just want you to know that I support this. Not the fact that you're sleeping with a girl, which is great. But you know, I'd be just as happy if you were to bring home one of your guy friends."""
"Moira: ""Oh, Stevie, I hope you're being smart. Because we can't afford a baby right now, and, let's be honest, neither can you!"" | David: ""Okay, well, I think it's about time that you two go to bed."" | Johnny: ""David, I just want you to know that I support this. Not the fact that you're sleeping with a girl, which is great. But you know, I'd be just as happy if you were to bring home one of your guy friends.""","David: ""What are you talking about?!"""
"David: ""Okay, well, I think it's about time that you two go to bed."" | Johnny: ""David, I just want you to know that I support this. Not the fact that you're sleeping with a girl, which is great. But you know, I'd be just as happy if you were to bring home one of your guy friends."" | David: ""What are you talking about?!""","Stevie: ""Excuse me while I just go draw a warm bath, and plug in my hair dryer."""
"Johnny: ""David, I just want you to know that I support this. Not the fact that you're sleeping with a girl, which is great. But you know, I'd be just as happy if you were to bring home one of your guy friends."" | David: ""What are you talking about?!"" | Stevie: ""Excuse me while I just go draw a warm bath, and plug in my hair dryer.""","Johnny: "" Stevie You're a lovely girl, lovely girl. Bit of an edge, but you know, it's growing on me. David, I just want you to know that I endorse all your sexual encounters."""
"David: ""What are you talking about?!"" | Stevie: ""Excuse me while I just go draw a warm bath, and plug in my hair dryer."" | Johnny: "" Stevie You're a lovely girl, lovely girl. Bit of an edge, but you know, it's growing on me. David, I just want you to know that I endorse all your sexual encounters.""","David: ""Are you drunk?"""
"Stevie: ""Excuse me while I just go draw a warm bath, and plug in my hair dryer."" | Johnny: "" Stevie You're a lovely girl, lovely girl. Bit of an edge, but you know, it's growing on me. David, I just want you to know that I endorse all your sexual encounters."" | David: ""Are you drunk?""","Moira: ""Grass, too much grass."""
"Johnny: "" Stevie You're a lovely girl, lovely girl. Bit of an edge, but you know, it's growing on me. David, I just want you to know that I endorse all your sexual encounters."" | David: ""Are you drunk?"" | Moira: ""Grass, too much grass.""","Johnny: ""A little bit, but."""
"David: ""Are you drunk?"" | Moira: ""Grass, too much grass."" | Johnny: ""A little bit, but.""","Moira: ""Hey, track that cycle, missy!"""
"Moira: ""Grass, too much grass."" | Johnny: ""A little bit, but."" | Moira: ""Hey, track that cycle, missy!""","David: ""okay good night"""
"Moira: ""John, there's something in the bed! Something crawled up my leg and I can't see it! I can't see it!""","Johnny: ""A spider?"""
"Moira: ""John, there's something in the bed! Something crawled up my leg and I can't see it! I can't see it!"" | Johnny: ""A spider?""","Moira: ""No! Something invisible like... Lice, or scabies, or... bed bugs!"""
"Moira: ""John, there's something in the bed! Something crawled up my leg and I can't see it! I can't see it!"" | Johnny: ""A spider?"" | Moira: ""No! Something invisible like... Lice, or scabies, or... bed bugs!""","Johnny: ""Oh, we don't have bed bugs."""
"Johnny: ""A spider?"" | Moira: ""No! Something invisible like... Lice, or scabies, or... bed bugs!"" | Johnny: ""Oh, we don't have bed bugs.""","Moira: ""Oh, John, I can't afford to burn all my clothes!"""
"Moira: ""No! Something invisible like... Lice, or scabies, or... bed bugs!"" | Johnny: ""Oh, we don't have bed bugs."" | Moira: ""Oh, John, I can't afford to burn all my clothes!""","Johnny: ""Just relax. If we had lice, I'd have lice!"""
"unkown: ""knocks on door""","Johnny: ""Deedee?""
Deedee,Hi Momo."""""
"unkown: ""knocks on door"" | Johnny: ""Deedee?""
Deedee,Hi Momo.""""","Moira: ""WHat the hell!!"""
"unkown: ""knocks on door"" | Johnny: ""Deedee?""
Deedee,Hi Momo."""" | Moira: ""WHat the hell!!""","Deedee: ""Sorry. I know I should've called, but um... I just thought it'd be really fun to come see my older sister in her... new digs. You know, a little visit. Oh. Um... do you really have lice? I'd hate to contract... lice."""
"Johnny: ""Deedee?""
Deedee,Hi Momo."""" | Moira: ""WHat the hell!!"" | Deedee: ""Sorry. I know I should've called, but um... I just thought it'd be really fun to come see my older sister in her... new digs. You know, a little visit. Oh. Um... do you really have lice? I'd hate to contract... lice.""","Johnny: ""So, Deedee, you are... looking well."""
"Moira: ""WHat the hell!!"" | Deedee: ""Sorry. I know I should've called, but um... I just thought it'd be really fun to come see my older sister in her... new digs. You know, a little visit. Oh. Um... do you really have lice? I'd hate to contract... lice."" | Johnny: ""So, Deedee, you are... looking well.""","Deedee: ""Seaweed facials. I get one every week. But enough about me, I wanna talk about you guys. Mm. I want you to know that I... Really wanted to come and visit you when I heard about your life collapsing, but I got this really big job promotion that week and things got, you know, kinda crazy. Plus, we haven't really seen much of each other recently."""
