Character,Dialogue
Alexis,"Like, didn't talk for a long time."
David,Okay. And that's it?
Alexis,"No, and then we talked about why we weren't talking."
Alexis,And then we both agreed that even though the sex was amazing...
Alexis,There was this time in the barn where I climbed up onto this rafter...
David,"But yeah, no, I think-I think we're good."
Alexis,"Yeah, anyway, we both agreed that we'd just been lusting after each other for such a long time that that's what we were holding onto, and not what was right in front of us."
David,What was right in front of you?
Alexis,"Okay. So anyway, it's done."
Alexis,"And it's just really weird, because I've never felt anything after a break up."
Alexis,"Like, I've been to doctors about it."
Alexis,"But this time, it's different."
David,"Well,thats good"
Alexis,I think he changed me a bit.
Alexis,Like he knows me.
Alexis,I let him know me. You know?
Alexis,"I think I need a hug, or something."
David,You what?
Alexis,I need a hug.
Alexis,"David, will you please give me a hug?"
David,"Oh, okay, yes, yeah."
Alexis,Did you get new bedding?
David,"Um, yeah, I did."
David,"But it's a write off, so I don't..."

Johnny,"David!Alexis! Could you come out here, please?"
Moira,"Honestly, John, it's not worth it."
Johnny,Your mother has done something we can all be proud of.
David,"Oh, did you pick up that random condom that was on the grass there?"
Alexis,"Ew yeah, whose was that?"
David,I have no idea.
Johnny,"No, that's not it. Not it."
Moira,They'll never see it.
Moira,Throw it on the long list of things I've done for my children they don't appreciate.
Johnny,Your mother had these boxwoods put in.
David,Weren't those here before?
Moira,There was literally nothing here.
Moira,It was a wasteland.
Alexis,Weren't there more plants here before?
Moira,"No, there weren't! And there are more around town."
Johnny,Thanks to your mother.
David,"Are we good with the plants, or?"
Alexis,Can we go? Yeah.
Alexis,"Oh, there's the condom right there, David."

unknown,"Episode transcripts for the TV show ""Schitt's Creek"". Aired January 2015 to April 2020."
Twyla,"Hi Good morning Roses"
Johnny,Good morning Twyla"
Twyla,"I hear congratulations are in order, Mrs. Rose."
Moira,"Thank you, dear, for what?"
Twyla,"Oh, should I not say anything yet?"
Moira,"Well, you could say something, think of it as a clue."
Johnny,Not say something about what?
Twyla,Your wife's big announcement.
Moira,"again dear, clue!"
Twyla,You running for town council!
Moira,Excuse me!
Johnny,You're running for town council?
Moira,"No, I'm not running for town council."
Twyla,"Oh, I must've misheard."
Twyla,"Everyone was talking about you standing up to council last week, so I just assumed..."
Moira,"Never assume, dear, It makes an ass out of both of us."
Johnny,"It's not that absurd an idea, Moira."
Johnny,"You know, being on town council might give you an outlet to channel all that... ""passion"" you have for this town."
Moira,I'd sooner poke my eyes out with hat pins.
Johnny,Well!thats subtle"
Twyla,"Well, I think you would make a great councilor."
Johnny,"Well, the right person might be able to get a lot done around here."
Moira,"The right person, John, wouldn't be caught dead in this, they'd be running somewhere a little more..."
Moira,"Okay, maybe I should say somewhere less..."
Moira,What's the word I'm trying to think of?
Johnny,"Well, let's hope we don't find it, okay?"
Johnny,"Are we ready to order, councilor?"

David,Have you seen my black shoe?
David,"It's a lace up, probably lost in the sea of your dirty clothes?"
David,What is going on here?!
David,Why are your clothes crammed under my bed?
Alexis,"It's just temporary storage, David."
David,Look at your things.
David,Look at your life!
Alexis,I have been distracted!
David,Why is this wet? Ewww!
Alexis,Because I kicked over a glass of water that you left on the floor.
David,I wasn't drinking water.
Alexis,"Okay, so maybe it was mine, what difference does it make?"
Alexis,"Ugh! Anyway, I need the room tonight, because I'm having a friend over."
David,What friend?
Alexis,"Um Twyla, we're gonna have a fun little sleepover."
David,Mhmm... You and Twyla?
Alexis,"Yeah, we're gonna do face masks, and we're gonna talk about boys that we both know, and have dated."
David,"Um, have you spent more than five minutes with the girl, one on one?"
David,She could be a serial kller.
Alexis,"Twy and I have tea together like, every day, David."
David,That she serves you... at the cafe.
Alexis,Because we are friends
David,"Oh right. Um, so then where is Twyla going to sleep tonight?"
David,"Because I'd say she could stay under my bed, but your disgusting clothes are all stuffed under there, So... just wondering, where she'd... sleep!"
David,Stop doing that with your face!

Johnny,"Bob, now that Ray's stepped down from council, I gather his seat is up for grabs?"
Bob,"""His seat is up for grabs?"" Chuckles"
Bob,I could say something pretty inappropriate right now.
Johnny,"Well, I'm hoping you don't."
Bob,"No, but I could, that's a real set up."
Johnny,"Yeah, yeah, but I was thinking, if his seat..."
Bob,There you go again!
Johnny,Could be filled by someone with real experience...
Johnny,"You see, I played a significant role in Gerald Caine's campaign."
Johnny,"Well, he won a seat in the legislature, and now he's a senator."
Bob,"Yeah well, town council might be small potatoes for a guy like that."
Johnny,"Well, not him, Bob. Me!"
Johnny,I'm talking about me.
Johnny,"See, I've worked on a number of campaigns, and I was president of the Video Retailers Association."
Bob,"Sure, and uh... it might be a nice change of pace from banging your head against the wall here every day."
Johnny,"Well, I'm not banging my head against the wall, but if I were to run, I'd need support from people like you."
Bob,"Boy uh, so if you got this, that would mean we'd work together here at the garage, and on council?"
Bob,"If I didn't know any better, I might think you had a crush on me! Chuckles"
Johnny,"Well, that's... That's funny."
Bob,I am only teasing You
Johnny,"Yeah, I know, I know."
Bob,I don't mean to embarrass you.
Bob,You have no reason to be embarrassed.
Bob,You're a happily married man.
Bob,And so am I!
Johnny,"Okay, gotta go, Bob."

Alexis,"Hey Twy, come sit!"
Twyla,"Oh, I'd love to, it's just I have a lot of tables right now."
Alexis,"Okay, well um, maybe we can hang out after?"
Alexis,I was thinking we could have a little ladies' night at my place.
Twyla,Just the two of us?
Alexis,Come by around eight.
Twyla,"I'm working tonight, but maybe this weekend?"
Twyla,Or are you with Mutt on weekends?
Alexis,"Um no, because we broke up."
Twyla,I'm sorry to hear that.
Twyla,"Although, part of me is a little relieved."
Twyla,"Since you did tell me to break up with him, and then you dated him..."
Alexis,"That's so sweet of you, but I'm gonna be fine."
Alexis,So how late do you have to work tonight?
Twyla,"Um, until people leave, I guess."
Alexis,And when do people leave?
Twyla,"I don't know, after people clear out."
Alexis,"Okay, well when everybody clears out, you can just pop by."
Twyla,"You know, when I broke up with Mutt, I just took a lot of alone time to rebuild, and regroup, and I just, I think it's so important."
Alexis,"Yeah, and I'm doing the same kind of thing right now."
Alexis,'Cause it's so important.
Twyla,"Because you know what they say, if you can't be by yourself, then you probably shouldn't be in a relationship."
Alexis,"Mmhmm, I totally get that."
Alexis,But call me if you happen to get off work early.
Alexis,Twy? Call me if you get off work early!

Johnny,Hey Roland.
Johnny,"I just stopped by to pick up a nomination form for town council."
Roland,"You know, I gotta hand it to you. Um..."
Roland,"It takes a brave man to face defeat yet again, when his ego is so battered and bruised."
Johnny,"Well, I don't plan on losing, but thank you for the vote of confidence."
Roland,"Johnny, nobody plans on losing."
Roland,"But with all due respect, this is a kind of a different playing field for you."
Johnny,"Roland, I ran the second largest retail video chain in North America, so..."
Roland,"Well, that's good to hear, so you're used to coming in second, huh?"
Johnny,"Could I get a nomination form, please?!"
Roland,"Look I'm just trying to help you out here, okay?"
Roland,"I've been in politics for 18 years, and let me tell you something, pal, it ain't a cakewalk, okay?! Say goodbye to your privacy."
Roland,"You walk into a restaurant, everybody's gonna know who you are!"
Johnny,"Well, everyone knows everyone here, because there's only one restaurant."
Roland,"I mean, just taking your boy for ice cream cone can turn into a media circus."
Johnny,"Well, your son is 30, and you never see him."
Johnny,"Could I get a form, Roland? Please?"
Roland,"I'll do you one better, I'll give you the form, und your first signature."
Roland,"There you go, how 'bout that?"
Johnny,"You signed under ""Date."""
Roland,"Yeah, like that's going to make a difference."

David,Exciting Afternoon?
Stevie,"Thrilling, can't you tell?"
David,What are you doing tonight?
Stevie,"I am busy, I am going out"
David,With who?
Stevie,Does it matter?
David,Where are you going?
Stevie,None of your business!
David,Are you seeing someone?
Stevie,Not exactly
David,"Okay, you're sounding very sketchy right now."
Stevie,I'm going to a bar to meet someone.
David,WHo?
David,I don't know yet.
David,"Ohh... So she's going to a bar to get laid, then."
Stevie,"Uh no, she is going to a bar to have her needs met by some lovely gentleman she's yet to meet, who is cute enough to sleep with, but not nearly mature or stable enough to marry."
David,I want that
Stevie,"Well, you can't come."
Stevie,'Cause everyone will think we're together.
David,"Okay, I think you're giving yourself a lot of credit."
Stevie,I was being generous.
David,"No, We're gonna be each other's wing people tonight."
David,"Um now, how diverse is the clientele at this local drinkery?"
Stevie,I would say very diverse.
David,I can't remember what life was like before dating apps.
David,I'm both excited and terrified for tonight.
Stevie,I don't think I ever said you could come.
David,"Okay, so what time, though? And is there a dress code?"
David,'Cause I just want to come prepared.
David,So that I can meet somebody.
David,I'm in Room 7 in case you need me.
David,This is gonna be so fun for us.

Johnny,"You know, it's uh..."
Johnny,"It's a funny thing, there seems to be a rumor going around about me."
Moira,"I heard that one, it's only because you converse with women easily, and you dress so well."
Moira,I wouldn't give it another thought.
Johnny,What?
Moira,"I'm sorry, which rumor are you talking about?"
Johnny,The one about me running for council.
Moira,"No, that was about me, John."
Moira,You were with me when Twyla said that.
Moira,"If this continues, I'll have to call a neurologist."
